boilerSize,radiatorType,radiator,toilet,toileType,washbasin,washbasinType,bathhub,bathhubType,showerCabin,showerCabinType,Bidet,BidetType,waterHeater,waterHeaterType,sinkTypeQuality,sinkCategorie,cost,time
small,FONDITAL_ARDENTE_C2,11,2,One-Piece,3,Wall-Mounted,1,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,poor,double,596823,41
medium,COPA_Aluminium,8,1,Wall-Hung,3,Wall-Mounted,0,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,high,double,473270,43
small,Helyos_Evo,9,3,Wall-Hung,2,Countertop,1,Standard,0,Basic_Enclosure,1,Wall-Hung,0,GAS-11liters,high,double,587902,53
big,Helyos_Evo,14,3,One-Piece,1,Countertop,1,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,1,GAS-6liters,high,single,581139,45
big,Helyos_Evo,4,1,Basic-Ceramic,3,Pedestal,2,Standard,2,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-11liters,high,double,595313,48
small,FONDITAL_ARDENTE_C2,1,2,One-Piece,2,Pedestal,1,Luxury,0,Luxury_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,single,335646,29
big,Helyos_Evo,5,0,Basic-Ceramic,1,Countertop,2,Standard,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,high,single,631299,40
big,COPA_Aluminium,3,2,One-Piece,2,Countertop,2,Standard,2,Luxury_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,high,double,657948,52
big,Primavera_H500,6,0,Wall-Hung,1,Pedestal,0,Standard,1,Luxury_Enclosure,2,Wall-Hung,0,Electric-50liters,high,double,374691,34
small,FONDITAL_ARDENTE_C2,4,3,One-Piece,3,Wall-Mounted,1,Standard,2,Basic_Enclosure,2,Wall-Hung,1,GAS-6liters,poor,single,532342,46
big,Primavera_H500,11,1,Wall-Hung,1,Pedestal,1,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,high,double,650192,43
small,Samochauf_SAHD,9,0,One-Piece,2,Pedestal,0,Luxury,0,Luxury_Enclosure,2,Wall-Hung,0,Electric-50liters,high,double,305429,40
big,COPA_Aluminium,14,3,Wall-Hung,0,Countertop,1,Standard,1,Basic_Enclosure,2,Wall-Hung,2,Electric-50liters,poor,single,641717,67
big,FONDITAL_ARDENTE_C2,10,2,Basic-Ceramic,1,Wall-Mounted,0,Luxury,0,Luxury_Enclosure,2,Wall-Hung,2,GAS-6liters,poor,double,440391,47
small,Samochauf_SAHD,12,0,Basic-Ceramic,3,Wall-Mounted,0,Luxury,2,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,high,single,662600,47
medium,COPA_Aluminium,14,0,Wall-Hung,0,Pedestal,2,Standard,2,Luxury_Enclosure,0,Wall-Hung,1,GAS-6liters,poor,double,648809,54
medium,COPA_Aluminium,11,3,Wall-Hung,2,Countertop,0,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,Electric-50liters,poor,single,814309,68
medium,Sira_Alice_Royal,6,3,One-Piece,3,Pedestal,2,Standard,1,Luxury_Enclosure,1,Wall-Hung,0,GAS-6liters,poor,double,566125,50
small,COPA_Aluminium,12,3,One-Piece,0,Wall-Mounted,1,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,high,single,551255,56
small,Sira_Alice_Royal,14,3,One-Piece,0,Countertop,2,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,poor,single,787668,66
medium,Sira_Alice_Royal,14,2,Basic-Ceramic,1,Pedestal,2,Luxury,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,high,double,731713,54
medium,GLOBAL_ISEO_350,14,0,Wall-Hung,1,Wall-Mounted,2,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,high,double,1956297,69
medium,Helyos_Evo,4,1,Basic-Ceramic,0,Pedestal,1,Luxury,0,Luxury_Enclosure,2,Wall-Hung,1,GAS-6liters,high,double,371345,25
medium,FONDITAL_ARDENTE_C2,12,2,One-Piece,3,Pedestal,1,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,1,Electric-30liters,high,double,650251,61
medium,COPA_Aluminium,6,0,One-Piece,0,Countertop,0,Standard,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,single,180518,20
big,Primavera_H500,1,1,Wall-Hung,1,Countertop,0,Luxury,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,GAS-11liters,poor,single,407897,28
medium,GLOBAL_ISEO_350,1,2,Basic-Ceramic,3,Pedestal,0,Luxury,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,high,double,357104,22
big,Sira_Alice_Royal,13,2,Basic-Ceramic,0,Pedestal,1,Standard,2,Luxury_Enclosure,2,Wall-Hung,2,Electric-30liters,high,double,840358,71
medium,Samochauf_SAHD,5,3,Basic-Ceramic,0,Countertop,0,Luxury,2,Luxury_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,poor,double,562032,42
medium,COPA_Aluminium,1,2,One-Piece,1,Countertop,1,Standard,2,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,high,single,480264,34
big,FONDITAL_ARDENTE_C2,1,3,Wall-Hung,2,Pedestal,1,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,poor,double,368466,28
big,Sira_Alice_Royal,6,1,Wall-Hung,3,Wall-Mounted,2,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,high,double,543519,39
small,Samochauf_SAHD,0,0,Wall-Hung,0,Wall-Mounted,0,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,2,Electric-30liters,high,single,88571,9
small,FONDITAL_ARDENTE_C2,1,0,Basic-Ceramic,3,Countertop,1,Standard,2,Basic_Enclosure,0,Wall-Hung,2,Electric-30liters,high,double,435835,31
small,Helyos_Evo,2,2,Wall-Hung,0,Countertop,2,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,599346,41
small,Samochauf_SAHD,13,3,Basic-Ceramic,0,Pedestal,2,Standard,1,Luxury_Enclosure,0,Wall-Hung,2,Electric-30liters,poor,single,654324,63
small,COPA_Aluminium,8,2,Basic-Ceramic,1,Wall-Mounted,1,Standard,2,Basic_Enclosure,1,Wall-Hung,0,Electric-50liters,poor,double,421567,48
big,Samochauf_SAHD,7,3,Basic-Ceramic,0,Wall-Mounted,1,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,high,double,363323,31
medium,Primavera_H500,7,2,One-Piece,1,Pedestal,1,Luxury,1,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-6liters,poor,double,467450,36
small,COPA_Aluminium,12,1,One-Piece,3,Pedestal,1,Luxury,0,Luxury_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,poor,double,493348,54
big,Primavera_H500,10,0,Basic-Ceramic,0,Pedestal,0,Standard,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,high,single,385846,22
medium,COPA_Aluminium,11,3,One-Piece,0,Countertop,1,Luxury,0,Luxury_Enclosure,0,Wall-Hung,2,Electric-50liters,poor,single,491991,40
big,Samochauf_SAHD,6,2,Basic-Ceramic,3,Countertop,1,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,1,Electric-30liters,high,single,431093,40
big,FONDITAL_ARDENTE_C2,9,1,Basic-Ceramic,3,Pedestal,0,Luxury,1,Luxury_Enclosure,2,Wall-Hung,1,GAS-11liters,high,single,569145,39
big,Samochauf_SAHD,5,3,One-Piece,0,Countertop,0,Standard,2,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-11liters,high,single,529278,48
small,COPA_Aluminium,2,0,Wall-Hung,2,Countertop,0,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-50liters,high,single,431060,30
big,Primavera_H500,1,2,Basic-Ceramic,2,Pedestal,1,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,double,346374,30
medium,Helyos_Evo,1,1,One-Piece,0,Wall-Mounted,0,Luxury,2,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-50liters,poor,double,281570,21
small,FONDITAL_ARDENTE_C2,16,1,Wall-Hung,1,Wall-Mounted,1,Luxury,0,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-6liters,high,double,704715,49
small,GLOBAL_ISEO_350,4,1,Basic-Ceramic,1,Countertop,2,Luxury,2,Basic_Enclosure,0,Wall-Hung,1,Electric-50liters,poor,double,839765,42
small,Samochauf_SAHD,0,2,Wall-Hung,3,Countertop,0,Luxury,2,Basic_Enclosure,1,Bidet-Mixer-Tap,2,GAS-11liters,poor,double,450024,35
medium,Samochauf_SAHD,10,3,One-Piece,3,Wall-Mounted,0,Standard,2,Luxury_Enclosure,0,Wall-Hung,1,Electric-30liters,poor,double,659763,46
big,COPA_Aluminium,2,0,Basic-Ceramic,2,Pedestal,2,Standard,2,Basic_Enclosure,0,Wall-Hung,0,GAS-6liters,high,single,303420,28
big,Sira_Alice_Royal,15,3,Basic-Ceramic,1,Pedestal,2,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,single,678549,45
small,GLOBAL_ISEO_350,7,3,Wall-Hung,0,Wall-Mounted,1,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,single,1129162,44
big,GLOBAL_ISEO_350,13,2,Wall-Hung,0,Wall-Mounted,1,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-30liters,poor,double,1623055,53
medium,Sira_Alice_Royal,16,2,Wall-Hung,1,Wall-Mounted,0,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-6liters,poor,double,786278,67
small,Helyos_Evo,15,1,One-Piece,1,Countertop,0,Luxury,0,Luxury_Enclosure,1,Wall-Hung,0,GAS-6liters,high,single,534098,53
small,Helyos_Evo,12,0,One-Piece,0,Pedestal,1,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,Electric-30liters,poor,single,785670,64
medium,GLOBAL_ISEO_350,13,0,Basic-Ceramic,3,Countertop,0,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,poor,double,1598761,55
small,GLOBAL_ISEO_350,13,0,Wall-Hung,3,Wall-Mounted,2,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-11liters,poor,single,1534462,44
medium,COPA_Aluminium,9,3,Wall-Hung,2,Countertop,1,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,double,723634,51
big,GLOBAL_ISEO_350,10,0,Wall-Hung,1,Pedestal,0,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,poor,single,1151576,39
medium,GLOBAL_ISEO_350,0,3,Basic-Ceramic,0,Countertop,0,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,poor,single,303946,18
small,COPA_Aluminium,7,3,One-Piece,1,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,2,Wall-Hung,0,Electric-30liters,poor,single,488383,43
medium,Primavera_H500,1,3,One-Piece,2,Countertop,1,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,double,323421,22
big,Helyos_Evo,4,0,Wall-Hung,2,Pedestal,2,Standard,0,Basic_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,single,372309,39
medium,Primavera_H500,16,3,Basic-Ceramic,1,Pedestal,2,Standard,1,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-11liters,poor,double,953119,67
medium,GLOBAL_ISEO_350,14,2,One-Piece,0,Wall-Mounted,2,Luxury,2,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-50liters,high,double,1879174,66
big,Helyos_Evo,11,0,One-Piece,3,Wall-Mounted,1,Standard,1,Luxury_Enclosure,2,Bidet-Ceramic,1,Electric-50liters,high,double,622806,56
small,FONDITAL_ARDENTE_C2,5,0,Wall-Hung,0,Countertop,2,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,poor,single,362894,29
medium,Helyos_Evo,14,3,Wall-Hung,1,Pedestal,2,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-6liters,high,double,751378,65
big,FONDITAL_ARDENTE_C2,14,1,One-Piece,0,Countertop,1,Luxury,0,Basic_Enclosure,2,Wall-Hung,2,Electric-50liters,high,double,733961,66
big,Primavera_H500,14,0,One-Piece,1,Countertop,1,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,Electric-50liters,high,single,637124,56
medium,FONDITAL_ARDENTE_C2,4,0,One-Piece,1,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,0,Wall-Hung,2,Electric-30liters,poor,single,521978,33
medium,Primavera_H500,1,0,Wall-Hung,0,Pedestal,2,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,poor,double,253044,19
small,Primavera_H500,0,1,One-Piece,0,Pedestal,2,Standard,1,Basic_Enclosure,2,Wall-Hung,1,GAS-11liters,high,single,290700,29
small,FONDITAL_ARDENTE_C2,14,3,Wall-Hung,1,Wall-Mounted,2,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,high,double,685597,66
medium,Primavera_H500,8,0,One-Piece,2,Countertop,2,Luxury,1,Luxury_Enclosure,1,Wall-Hung,1,GAS-6liters,high,double,689539,40
medium,GLOBAL_ISEO_350,1,2,Basic-Ceramic,3,Pedestal,2,Luxury,0,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,high,double,405950,32
big,GLOBAL_ISEO_350,3,1,Basic-Ceramic,1,Wall-Mounted,1,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,high,double,558679,27
medium,GLOBAL_ISEO_350,9,1,Wall-Hung,2,Countertop,2,Luxury,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,single,1300844,42
small,COPA_Aluminium,16,2,Wall-Hung,0,Countertop,1,Standard,2,Basic_Enclosure,1,Wall-Hung,2,Electric-30liters,high,single,742665,68
big,GLOBAL_ISEO_350,3,0,Wall-Hung,2,Wall-Mounted,2,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,1,GAS-11liters,poor,single,498739,31
big,Primavera_H500,5,1,One-Piece,1,Wall-Mounted,2,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,poor,single,510148,30
medium,COPA_Aluminium,5,1,Basic-Ceramic,1,Pedestal,1,Standard,0,Luxury_Enclosure,0,Wall-Hung,2,GAS-6liters,poor,single,261259,25
small,COPA_Aluminium,9,3,Wall-Hung,2,Countertop,1,Standard,1,Luxury_Enclosure,1,Wall-Hung,1,Electric-50liters,high,single,611044,51
small,GLOBAL_ISEO_350,15,1,Basic-Ceramic,2,Wall-Mounted,0,Luxury,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,high,double,1914314,69
big,Samochauf_SAHD,7,2,One-Piece,1,Pedestal,1,Luxury,0,Luxury_Enclosure,2,Bidet-Ceramic,1,Electric-50liters,high,double,396531,44
medium,Sira_Alice_Royal,7,3,Basic-Ceramic,2,Pedestal,1,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,566793,47
small,Helyos_Evo,16,2,One-Piece,1,Pedestal,0,Luxury,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,double,773754,53
small,FONDITAL_ARDENTE_C2,13,0,Wall-Hung,1,Wall-Mounted,0,Standard,0,Basic_Enclosure,2,Wall-Hung,0,GAS-6liters,high,double,456622,35
medium,FONDITAL_ARDENTE_C2,7,1,One-Piece,1,Wall-Mounted,0,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-50liters,poor,single,235558,20
small,COPA_Aluminium,15,0,Basic-Ceramic,3,Pedestal,0,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,double,829453,79
big,Samochauf_SAHD,6,2,One-Piece,2,Pedestal,0,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,high,single,444258,35
big,GLOBAL_ISEO_350,5,1,One-Piece,0,Countertop,2,Standard,1,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,poor,double,889963,43
big,Helyos_Evo,8,1,Basic-Ceramic,1,Pedestal,2,Luxury,0,Luxury_Enclosure,0,Wall-Hung,1,Electric-50liters,poor,double,480104,41
medium,Primavera_H500,8,3,Basic-Ceramic,2,Pedestal,0,Luxury,0,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,poor,single,404419,36
small,Helyos_Evo,16,3,One-Piece,2,Countertop,1,Standard,2,Basic_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,high,double,939039,87
small,Helyos_Evo,10,3,Wall-Hung,1,Wall-Mounted,2,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,poor,single,662060,44
big,Helyos_Evo,4,3,Basic-Ceramic,2,Wall-Mounted,2,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-6liters,high,single,504150,40
small,Helyos_Evo,16,2,Basic-Ceramic,1,Wall-Mounted,0,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,high,double,647591,52
small,Sira_Alice_Royal,4,1,Wall-Hung,0,Countertop,0,Standard,0,Basic_Enclosure,2,Wall-Hung,0,GAS-11liters,poor,single,224583,18
small,GLOBAL_ISEO_350,4,1,Wall-Hung,2,Pedestal,0,Standard,2,Luxury_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,high,single,818098,32
big,Samochauf_SAHD,6,3,One-Piece,2,Pedestal,2,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,1,GAS-6liters,high,double,523605,50
medium,COPA_Aluminium,0,1,Wall-Hung,3,Wall-Mounted,0,Standard,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,poor,single,252938,20
big,Helyos_Evo,1,3,Basic-Ceramic,3,Wall-Mounted,0,Luxury,1,Basic_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,high,double,280754,25
small,GLOBAL_ISEO_350,5,3,Basic-Ceramic,0,Pedestal,1,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,single,768839,28
medium,Helyos_Evo,16,0,Basic-Ceramic,3,Wall-Mounted,0,Luxury,1,Luxury_Enclosure,0,Bidet-Ceramic,2,GAS-6liters,poor,double,694257,49
medium,FONDITAL_ARDENTE_C2,3,2,Wall-Hung,0,Pedestal,0,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,high,double,230064,23
medium,FONDITAL_ARDENTE_C2,10,1,One-Piece,0,Wall-Mounted,2,Luxury,2,Basic_Enclosure,2,Wall-Hung,1,GAS-11liters,high,single,807391,64
medium,FONDITAL_ARDENTE_C2,4,2,One-Piece,3,Countertop,0,Standard,0,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,high,double,297590,24
big,Primavera_H500,8,0,One-Piece,3,Pedestal,1,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,poor,single,456704,36
big,Primavera_H500,5,3,Basic-Ceramic,1,Wall-Mounted,0,Standard,2,Luxury_Enclosure,0,Wall-Hung,2,Electric-30liters,high,double,625142,43
small,GLOBAL_ISEO_350,6,3,Basic-Ceramic,3,Countertop,1,Luxury,0,Basic_Enclosure,1,Wall-Hung,2,Electric-50liters,poor,double,1044594,49
medium,Primavera_H500,7,1,Wall-Hung,2,Countertop,2,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,high,single,729650,55
small,COPA_Aluminium,9,1,Wall-Hung,0,Wall-Mounted,2,Standard,1,Luxury_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,high,single,541280,53
small,COPA_Aluminium,4,0,One-Piece,0,Wall-Mounted,2,Luxury,1,Basic_Enclosure,0,Wall-Hung,0,GAS-6liters,high,single,377937,30
small,Samochauf_SAHD,9,1,Basic-Ceramic,2,Countertop,1,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-30liters,high,single,478648,37
big,Primavera_H500,4,1,One-Piece,1,Pedestal,2,Standard,0,Basic_Enclosure,1,Wall-Hung,1,Electric-30liters,high,double,335046,31
medium,Helyos_Evo,15,2,Basic-Ceramic,2,Wall-Mounted,2,Standard,2,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-6liters,poor,double,875979,70
small,GLOBAL_ISEO_350,2,2,Basic-Ceramic,3,Countertop,1,Luxury,2,Luxury_Enclosure,1,Wall-Hung,2,Electric-50liters,poor,double,751619,46
medium,Samochauf_SAHD,7,0,One-Piece,2,Countertop,1,Luxury,2,Basic_Enclosure,2,Bidet-Ceramic,2,Electric-50liters,poor,double,645188,45
small,Sira_Alice_Royal,3,3,One-Piece,0,Countertop,2,Standard,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,single,563343,47
medium,Samochauf_SAHD,5,2,One-Piece,3,Countertop,2,Luxury,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,Electric-50liters,high,single,613917,51
big,FONDITAL_ARDENTE_C2,10,2,Basic-Ceramic,0,Wall-Mounted,0,Luxury,2,Basic_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,poor,double,583860,57
medium,GLOBAL_ISEO_350,12,3,Wall-Hung,3,Pedestal,2,Standard,1,Basic_Enclosure,1,Wall-Hung,2,GAS-6liters,high,double,1684480,76
medium,Sira_Alice_Royal,1,3,Basic-Ceramic,2,Wall-Mounted,2,Luxury,0,Luxury_Enclosure,0,Wall-Hung,1,GAS-6liters,poor,double,351861,29
small,Sira_Alice_Royal,3,2,One-Piece,0,Countertop,1,Standard,1,Basic_Enclosure,0,Wall-Hung,2,Electric-30liters,poor,single,309414,30
big,Sira_Alice_Royal,10,0,Wall-Hung,2,Countertop,0,Luxury,2,Luxury_Enclosure,2,Wall-Hung,0,GAS-11liters,high,single,668236,44
big,GLOBAL_ISEO_350,0,0,Wall-Hung,2,Pedestal,0,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-6liters,poor,double,68324,5
big,FONDITAL_ARDENTE_C2,16,0,One-Piece,2,Pedestal,1,Luxury,2,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,poor,double,993379,77
small,Helyos_Evo,13,3,Wall-Hung,0,Pedestal,1,Luxury,1,Basic_Enclosure,1,Wall-Hung,2,GAS-11liters,poor,single,741444,68
medium,Helyos_Evo,5,3,Basic-Ceramic,3,Wall-Mounted,0,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,1,Electric-30liters,poor,single,237285,26
medium,Sira_Alice_Royal,6,1,Basic-Ceramic,3,Countertop,1,Luxury,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,GAS-6liters,high,double,396298,31
medium,Samochauf_SAHD,1,1,Basic-Ceramic,3,Pedestal,0,Luxury,2,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-6liters,high,double,371241,29
small,FONDITAL_ARDENTE_C2,10,0,One-Piece,1,Wall-Mounted,0,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,poor,single,586573,49
big,FONDITAL_ARDENTE_C2,0,0,Wall-Hung,2,Wall-Mounted,0,Luxury,2,Basic_Enclosure,1,Wall-Hung,2,Electric-50liters,high,single,303730,28
small,FONDITAL_ARDENTE_C2,6,1,One-Piece,1,Countertop,2,Standard,1,Luxury_Enclosure,1,Wall-Hung,2,GAS-11liters,high,single,638905,49
small,FONDITAL_ARDENTE_C2,4,3,Wall-Hung,1,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-11liters,high,double,636203,52
medium,Sira_Alice_Royal,5,1,Basic-Ceramic,2,Wall-Mounted,1,Standard,1,Luxury_Enclosure,0,Wall-Hung,1,GAS-6liters,high,single,418641,32
medium,Samochauf_SAHD,7,2,One-Piece,3,Pedestal,2,Luxury,0,Luxury_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,high,single,417939,36
big,FONDITAL_ARDENTE_C2,16,1,Wall-Hung,3,Wall-Mounted,0,Standard,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,high,single,686818,65
medium,FONDITAL_ARDENTE_C2,15,0,Basic-Ceramic,1,Pedestal,2,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,high,double,869808,79
medium,Primavera_H500,16,1,One-Piece,3,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,1,Wall-Hung,2,Electric-30liters,poor,double,1011926,79
big,FONDITAL_ARDENTE_C2,2,3,Basic-Ceramic,0,Pedestal,0,Luxury,0,Luxury_Enclosure,0,Wall-Hung,0,GAS-11liters,poor,double,134701,14
big,GLOBAL_ISEO_350,5,2,One-Piece,0,Wall-Mounted,0,Luxury,2,Basic_Enclosure,1,Bidet-Mixer-Tap,1,Electric-30liters,poor,double,867967,36
medium,Samochauf_SAHD,14,2,Basic-Ceramic,0,Countertop,1,Standard,2,Basic_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,double,616784,69
big,Primavera_H500,8,2,Basic-Ceramic,3,Wall-Mounted,2,Luxury,0,Basic_Enclosure,2,Wall-Hung,0,Electric-50liters,poor,single,536469,39
medium,Primavera_H500,0,0,Basic-Ceramic,1,Countertop,0,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,0,GAS-6liters,high,double,122499,8
medium,FONDITAL_ARDENTE_C2,1,1,Basic-Ceramic,3,Wall-Mounted,1,Luxury,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,high,double,266632,23
big,Samochauf_SAHD,3,3,Wall-Hung,0,Pedestal,1,Standard,2,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-30liters,poor,single,387712,38
medium,Primavera_H500,8,0,One-Piece,2,Countertop,1,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-11liters,poor,double,402831,37
big,Samochauf_SAHD,2,0,Wall-Hung,1,Pedestal,2,Standard,1,Luxury_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,poor,single,351591,33
small,Samochauf_SAHD,0,3,Basic-Ceramic,2,Countertop,0,Luxury,1,Luxury_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,poor,single,376642,23
small,GLOBAL_ISEO_350,12,3,Basic-Ceramic,1,Countertop,1,Luxury,2,Luxury_Enclosure,1,Wall-Hung,2,GAS-6liters,poor,single,1784489,62
medium,Helyos_Evo,2,3,Basic-Ceramic,1,Wall-Mounted,0,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,high,single,170744,15
medium,COPA_Aluminium,15,2,Wall-Hung,2,Pedestal,0,Standard,0,Basic_Enclosure,1,Wall-Hung,2,Electric-30liters,high,double,568118,61
small,Samochauf_SAHD,3,2,Wall-Hung,2,Countertop,1,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,double,533251,40
medium,Helyos_Evo,10,2,One-Piece,3,Countertop,1,Standard,0,Basic_Enclosure,1,Bidet-Mixer-Tap,1,Electric-50liters,poor,single,556939,45
big,GLOBAL_ISEO_350,3,3,Wall-Hung,2,Wall-Mounted,2,Standard,2,Basic_Enclosure,0,Wall-Hung,0,Electric-50liters,poor,double,687196,39
